Longitud,Latitud,Rendimiento (kg/ha),Zona
-51.18146021614428,-27.423951677370024,2951.15,Área 02
-51.18146014235564,-27.423906537351733,3502.02,Área 02
-51.18146006856718,-27.423861397333145,3927.04,Área 02
-51.18145999477888,-27.423816257314265,3729.61,Área 02
-51.18145992099076,-27.423771117295093,3603.91,Área 02
-51.18145984720281,-27.423725977275616,3363.38,Área 02
-51.18145977341503,-27.423680837255862,3796.11,Área 02
-51.181459699627425,-27.423635697235817,3516.85,Área 02
-51.181459625839985,-27.42359055721547,3940.3,Área 02
-51.18145955205272,-27.423545417194838,3301.19,Área 02
-51.18145947826563,-27.423500277173908,3358.87,Área 02
-51.18145940447871,-27.423455137152683,3334.44,Área 02
-51.181459330691965,-27.42340999713117,3175.62,Área 02
-51.1814592569054,-27.42336485710936,3311.79,Área 02
-51.18145918311899,-27.423319717087267,3571.75,Área 02
-51.181459109332756,-27.42327457706488,3367.79,Área 02
-51.1814590355467,-27.423229437042185,2581.64,Área 02
-51.18145896176081,-27.423184297019215,3814.2,Área 02
-51.1814588879751,-27.423139156995948,3124.5,Área 02
-51.181458814189554,-27.42309401697238,3692.72,Área 02
-51.18145874040419,-27.423048876948528,3553.12,Área 02
-51.18145866661899,-27.423003736924375,4074.55,Área 02
-51.18145859283396,-27.422958596899946,3794.34,Área 02
-51.18145851904911,-27.42291345687521,3418.84,Área 02
-51.181458445264425,-27.422868316850188,3369.37,Área 02
-51.18145837147991,-27.42282317682487,3920.47,Área 02
-51.18145829769557,-27.422778036799258,3175.71,Área 02
-51.18145822391141,-27.422732896773354,3592.29,Área 02
-51.18145815012741,-27.422687756747163,3511.69,Área 02
-51.18145807634359,-27.422642616720676,3458.55,Área 02
-51.18145800255994,-27.422597476693895,3632.63,Área 02
-51.18145792877647,-27.42255233666682,3591.54,Área 02
-51.18145785499316,-27.422507196639458,3658.39,Área 02
-51.18145778121002,-27.422462056611803,3578.68,Área 02
-51.181457707427064,-27.422416916583845,3648.25,Área 02
-51.18145763364427,-27.422371776555604,3567.06,Área 02
-51.181457559861656,-27.422326636527067,3378.76,Área 02
-51.18145748607921,-27.42228149649824,3544.51,Área 02
-51.181457412296936,-27.422236356469117,3364.8,Área 02
-51.18145733851483,-27.42219121643971,3348.2,Área 02
-51.181457264732906,-27.422146076410005,3459.15,Área 02
-51.18145719095115,-27.42210093638,3513.22,Área 02
-51.181457117169565,-27.422055796349714,3551.78,Área 02
-51.18145704338815,-27.422010656319127,3771.96,Área 02
-51.181456969606906,-27.42196551628825,3418.14,Área 02
-51.18145689582584,-27.421920376257084,3591.86,Área 02
-51.181456822044936,-27.42187523622562,3572.05,Área 02
-51.18145674826421,-27.42183009619387,3390.27,Área 02
-51.181456674483655,-27.421784956161822,3560.76,Área 02
-51.18145660070328,-27.42173981612948,3792.9,Área 02
-51.18145652692307,-27.42169467609685,3588.73,Área 02
-51.18145645314303,-27.421649536063928,3598.65,Área 02
-51.18145637936316,-27.421604396030705,3365.56,Área 02
-51.181456305583474,-27.4215592559972,4034.0,Área 02
-51.18145623180395,-27.4215141159634,3379.58,Área 02
-51.1814561580246,-27.421468975929304,3124.62,Área 02
-51.181456084245426,-27.421423835894917,3756.5,Área 02
-51.18145601046642,-27.421378695860234,3512.64,Área 02
-51.181455936687584,-27.421333555825267,3465.48,Área 02
-51.18136329986912,-27.43893830534301,3404.74,Área 02
-51.18136322607275,-27.43889316542157,4008.95,Área 02
-51.18136315227655,-27.438848025499837,3629.56,Área 02
-51.18136307848053,-27.438802885577807,3678.24,Área 02
-51.18136300468468,-27.438757745655483,3581.35,Área 02
-51.181362930888994,-27.438712605732867,3608.09,Área 02
-51.18136285709348,-27.438667465809964,3890.13,Área 02
-51.18136278329815,-27.43862232588676,3477.65,Área 02
-51.18136270950298,-27.43857718596327,3176.02,Área 02
-51.181362635707984,-27.43853204603948,3757.16,Área 02
-51.18136256191316,-27.438486906115408,3664.21,Área 02
-51.181362488118516,-27.438441766191037,3566.92,Área 02
-51.18136241432404,-27.438396626266375,3657.5,Área 02
-51.18136234052973,-27.438351486341418,3447.02,Área 02
-51.181362266735604,-27.438306346416166,3544.77,Área 02
-51.18136219294164,-27.438261206490626,3506.56,Área 02
-51.181362119147856,-27.43821606656479,3391.5,Área 02
-51.181362045354234,-27.438170926638662,3836.55,Área 02
-51.18136197156079,-27.438125786712238,3186.08,Área 02
-51.18136189776752,-27.438080646785533,4129.26,Área 02
-51.18136182397441,-27.43803550685853,3758.27,Área 02
-51.18136175018149,-27.437990366931228,3094.32,Área 02
-51.18136167638873,-27.437945227003645,3482.66,Área 02
-51.18136160259615,-27.437900087075757,3496.46,Área 02
-51.18136152880374,-27.43785494714758,3636.45,Área 02
-51.1813614550115,-27.43780980721911,3291.03,Área 02
-51.18136138121943,-27.437764667290352,3546.27,Área 02
-51.18136130742754,-27.4377195273613,3507.87,Área 02
-51.18136123363581,-27.437674387431947,3353.63,Área 02
-51.18136115984426,-27.437629247502315,3318.74,Área 02
-51.181361086052874,-27.437584107572384,3767.51,Área 02
-51.18136101226167,-27.437538967642155,3113.55,Área 02
-51.181360938470625,-27.437493827711638,3657.06,Área 02
-51.18136086467976,-27.437448687780833,3736.85,Área 02
-51.18136079088907,-27.437403547849726,3482.72,Área 02
-51.18136071709855,-27.437358407918328,3550.34,Área 02
-51.1813606433082,-27.43731326798665,3828.01,Área 02
-51.18136056951803,-27.437268128054658,3360.81,Área 02
-51.18136049572802,-27.437222988122386,3386.5,Área 02
-51.181360421938194,-27.437177848189826,3412.93,Área 02
-51.18136034814853,-27.437132708256964,3828.02,Área 02
-51.181360274359044,-27.43708756832381,3859.65,Área 02
-51.18136020056973,-27.437042428390374,3187.49,Área 02
-51.18136012678058,-27.436997288456634,3787.91,Área 02
-51.18136005299161,-27.436952148522607,3740.96,Área 02
-51.18135997920281,-27.436907008588285,3924.52,Área 02
-51.18135990541418,-27.436861868653676,3632.29,Área 02
-51.18135983162573,-27.436816728718764,3524.83,Área 02
-51.18135975783744,-27.436771588783564,3822.09,Área 02
-51.181359684049326,-27.436726448848074,3710.39,Área 02
-51.18135961026139,-27.436681308912284,4096.78,Área 02
-51.18135953647362,-27.436636168976207,3775.12,Área 02
-51.181359462686025,-27.43659102903984,3573.71,Área 02
-51.1813593888986,-27.43654588910318,3241.69,Área 02
-51.18135931511135,-27.436500749166218,3389.87,Área 02
-51.18135924132427,-27.43645560922897,3175.99,Área 02
-51.18135916753736,-27.436410469291427,3481.1,Área 02
-51.18135909375062,-27.4363653293536,3766.27,Área 02
-51.18135901996406,-27.436320189415472,3533.72,Área 02
-51.18135894617767,-27.436275049477047,3789.96,Área 02
-51.18135887239145,-27.436229909538337,3618.8,Área 02
-51.1813587986054,-27.436184769599336,3433.52,Área 02
-51.181358724819525,-27.436139629660033,3556.09,Área 02
-51.181358651033825,-27.436094489720446,3652.09,Área 02
-51.18135857724829,-27.436049349780564,3568.76,Área 02
-51.18135850346293,-27.43600420984039,3571.51,Área 02
-51.18135842967774,-27.43595906989992,3341.46,Área 02
-51.181358355892726,-27.435913929959163,3425.36,Área 02
-51.18135828210788,-27.435868790018105,4098.1,Área 02
-51.18135820832321,-27.43582365007676,3840.49,Área 02
-51.18135813453871,-27.435778510135123,3164.8,Área 02
-51.181358060754384,-27.43573337019319,2941.4,Área 02
-51.18135798697023,-27.435688230250964,3552.07,Área 02
-51.18135791318624,-27.43564309030845,3756.28,Área 02
-51.18135783940243,-27.43559795036564,3402.81,Área 02
-51.18135776561879,-27.43555281042254,3788.09,Área 02
-51.18135769183532,-27.435507670479144,3547.47,Área 02
-51.181357618052026,-27.43546253053546,3491.68,Área 02
-51.181357544268906,-27.435417390591482,3721.36,Área 02
-51.181357470485956,-27.435372250647205,3399.24,Área 02
-51.18135739670318,-27.435327110702637,3460.42,Área 02
-51.18135732292057,-27.43528197075778,3699.52,Área 02
-51.18135724913813,-27.435236830812638,3524.01,Área 02
-51.18135717535587,-27.43519169086719,4008.94,Área 02
-51.181357101573774,-27.435146550921452,3705.08,Área 02
-51.18135702779186,-27.435101410975427,3688.71,Área 02
-51.181356954010106,-27.43505627102911,3519.02,Área 02
-51.181356880228535,-27.43501113108249,3749.96,Área 02
-51.18135680644713,-27.43496599113558,3450.51,Área 02
-51.1813567326659,-27.43492085118839,3601.63,Área 02
-51.18135665888484,-27.43487571124089,3301.85,Área 02
-51.18135658510395,-27.434830571293105,3790.67,Área 02
-51.18135651132324,-27.434785431345034,3603.34,Área 02
-51.18135643754269,-27.434740291396665,4026.2,Área 02
-51.18135636376232,-27.434695151448,4128.53,Área 02
-51.18135628998212,-27.434650011499038,3721.16,Área 02
-51.1813562162021,-27.434604871549794,3547.32,Área 02
-51.18135614242224,-27.434559731600256,3293.58,Área 02
-51.18135606864256,-27.434514591650423,3756.17,Área 02
-51.18135599486305,-27.4344694517003,3582.43,Área 02
-51.18135592108371,-27.434424311749883,3664.25,Área 02
-51.18135584730454,-27.43437917179917,3962.07,Área 02
-51.18135577352554,-27.434334031848167,3323.4,Área 02
-51.18135569974672,-27.43428889189687,3298.31,Área 02
-51.18135562596807,-27.434243751945278,3470.16,Área 02
-51.18135555218958,-27.434198611993406,3734.45,Área 02
-51.18135547841128,-27.434153472041224,3667.74,Área 02
-51.181355404633145,-27.43410833208875,3304.99,Área 02
-51.181355330855176,-27.434063192136,3717.93,Área 02
-51.18135525707739,-27.434018052182942,3228.37,Área 02
-51.181355183299765,-27.433972912229603,3319.12,Área 02
-51.181355109522315,-27.43392777227596,3499.57,Área 02
-51.18135503574504,-27.43388263232203,3389.95,Área 02
-51.18135496196794,-27.433837492367804,3750.66,Área 02
-51.18135488819101,-27.4337923524133,3599.67,Área 02
-51.18135481441425,-27.433747212458485,3969.34,Área 02
-51.18135474063766,-27.433702072503383,3466.04,Área 02
-51.181354666861246,-27.433656932547994,3497.16,Área 02
-51.181354593085004,-27.43361179259231,3830.19,Área 02
-51.181354519308925,-27.433566652636326,3504.74,Área 02
-51.18135444553303,-27.433521512680056,3900.85,Área 02
-51.1813543717573,-27.43347637272349,3662.44,Área 02
-51.18135429798175,-27.433431232766633,2938.91,Área 02
-51.181354224206366,-27.43338609280948,3821.38,Área 02
-51.181354150431154,-27.433340952852042,3755.05,Área 02
-51.18135407665611,-27.43329581289431,3764.58,Área 02
-51.18135400288125,-27.43325067293627,3048.88,Área 02
-51.18135392910655,-27.433205532977958,3360.76,Área 02
-51.18135385533203,-27.433160393019353,3379.21,Área 02
-51.181353781557675,-27.433115253060446,3315.98,Área 02
-51.181353707783494,-27.433070113101248,3961.62,Área 02
-51.18135363400949,-27.43302497314176,3523.08,Área 02
-51.18135356023565,-27.432979833181967,3516.76,Área 02
-51.18135348646199,-27.432934693221895,3663.78,Área 02
-51.1813534126885,-27.43288955326153,3667.98,Área 02
-51.18135333891518,-27.432844413300863,2691.81,Área 02
-51.18135326514203,-27.432799273339917,3363.82,Área 02
-51.181353191369055,-27.432754133378666,3172.09,Área 02
-51.181353117596245,-27.432708993417126,3625.24,Área 02
-51.18135304382362,-27.432663853455292,3452.82,Área 02
-51.18135297005116,-27.432618713493174,3528.77,Área 02
-51.181352896278874,-27.43257357353075,3005.17,Área 02
-51.18135282250676,-27.432528433568045,3447.21,Área 02
-51.18135274873481,-27.432483293605046,3803.34,Área 02
-51.18135267496304,-27.432438153641744,3876.79,Área 02
-51.18135260119144,-27.432393013678162,3704.03,Área 02
-51.18135252742002,-27.432347873714278,3190.32,Área 02
-51.181352453648756,-27.432302733750106,3838.91,Área 02
-51.18135237987767,-27.432257593785643,3704.94,Área 02
-51.18135230610676,-27.432212453820885,3494.52,Área 02
-51.18135223233602,-27.432167313855835,3017.43,Área 02
-51.18135215856545,-27.43212217389049,3761.97,Área 02
-51.18135208479506,-27.432077033924855,3375.41,Área 02
-51.181352011024835,-27.432031893958925,3609.87,Área 02
-51.18135193725478,-27.4319867539927,3540.3,Área 02
-51.1813518634849,-27.431941614026186,3907.68,Área 02
-51.181351789715194,-27.431896474059386,3491.61,Área 02
-51.18135171594566,-27.43185133409228,3519.05,Área 02
-51.181351642176296,-27.43180619412489,3917.36,Área 02
-51.1813515684071,-27.431761054157207,3358.03,Área 02
-51.181351494638086,-27.431715914189226,3726.04,Área 02
-51.181351420869234,-27.431670774220958,3472.68,Área 02
-51.18135134710056,-27.4316256342524,3271.57,Área 02
-51.181351273332055,-27.431580494283537,3522.37,Área 02
-51.18135119956372,-27.43153535431439,3694.89,Área 02
-51.181351125795565,-27.431490214344958,3860.26,Área 02
-51.18135105202757,-27.431445074375223,3890.38,Área 02
-51.18135097825976,-27.431399934405196,3447.89,Área 02
-51.18135090449211,-27.431354794434878,3274.65,Área 02
-51.18135083072464,-27.431309654464272,3441.65,Área 02
-51.18135075695734,-27.43126451449336,3225.83,Área 02
-51.18135068319021,-27.431219374522172,3466.74,Área 02
-51.181350609423255,-27.43117423455068,3435.54,Área 02
-51.18135053565647,-27.43112909457889,3702.71,Área 02
-51.18135046188986,-27.431083954606827,2969.22,Área 02
-51.18135038812342,-27.43103881463446,3337.18,Área 02
-51.18135031435715,-27.430993674661796,3339.08,Área 02
-51.18135024059105,-27.43094853468885,3817.11,Área 02
-51.181350166825126,-27.430903394715603,3241.74,Área 02
-51.18135009305938,-27.43085825474206,3576.74,Área 02
-51.181350019293795,-27.430813114768235,3487.92,Área 02
-51.18134994552839,-27.43076797479411,3780.59,Área 02
-51.18134987176315,-27.4307228348197,3668.66,Área 02
-51.18134979799809,-27.430677694844984,3549.89,Área 02
-51.1813497242332,-27.430632554869987,3380.78,Área 02
-51.181349650468476,-27.4305874148947,3056.24,Área 02
-51.18134957670392,-27.43054227491911,3580.97,Área 02
-51.181349502939554,-27.430497134943234,3651.69,Área 02
-51.18134942917535,-27.430451994967065,3125.23,Área 02
-51.181349355411314,-27.430406854990594,3210.39,Área 02
-51.18134928164746,-27.430361715013838,3581.77,Área 02
-51.18134920788376,-27.430316575036795,3603.35,Área 02
-51.18134913412025,-27.43027143505945,3270.77,Área 02
-51.1813490603569,-27.430226295081813,3374.79,Área 02
-51.18134898659373,-27.43018115510389,3059.06,Área 02
-51.18134891283073,-27.43013601512567,3862.37,Área 02
-51.1813488390679,-27.430090875147158,3192.96,Área 02
-51.181348765305245,-27.430045735168356,3653.36,Área 02
-51.18134869154276,-27.430000595189252,3508.93,Área 02
-51.18134861778045,-27.429955455209868,3839.94,Área 02
-51.181348544018306,-27.429910315230185,3319.35,Área 02
-51.18134847025634,-27.42986517525021,3532.6,Área 02
-51.18134839649454,-27.429820035269945,3092.55,Área 02
-51.181348322732916,-27.42977489528938,3032.4,Área 02
-51.18134824897146,-27.42972975530852,3665.99,Área 02
-51.18134817521018,-27.429684615327385,3070.52,Área 02
-51.181348101449075,-27.42963947534595,3459.59,Área 02
-51.18134802768814,-27.429594335364218,3769.34,Área 02
-51.18134795392737,-27.429549195382197,3703.06,Área 02
-51.181347880166776,-27.429504055399878,3350.11,Área 02
-51.18134780640636,-27.429458915417268,3119.01,Área 02
-51.18134773264611,-27.42941377543437,3643.38,Área 02
-51.181347658886025,-27.429368635451173,3851.44,Área 02
-51.18134758512612,-27.42932349546769,3350.18,Área 02
-51.1813475113664,-27.429278355483902,3314.79,Área 02
-51.18134743760683,-27.42923321549984,3384.26,Área 02
-51.181347363847436,-27.429188075515473,3658.26,Área 02
-51.181347290088226,-27.429142935530813,3822.36,Área 02
-51.18134721632918,-27.429097795545868,3205.2,Área 02
-51.1813471425703,-27.429052655560625,3140.4,Área 02
-51.181347068811604,-27.429007515575087,4099.84,Área 02
-51.18134699505307,-27.428962375589265,3470.38,Área 02
-51.18134692129472,-27.428917235603144,3577.8,Área 02
-51.18134684753653,-27.42887209561673,3341.47,Área 02
-51.181346773778515,-27.42882695563002,3636.81,Área 02
-51.181346700020676,-27.428781815643028,3754.2,Área 02
-51.18134662626301,-27.428736675655735,3589.01,Área 02
-51.18134655250551,-27.42869153566815,3949.14,Área 02
-51.18134647874818,-27.428646395680275,3432.11,Área 02
-51.181346404991025,-27.428601255692108,3447.95,Área 02
-51.181346331234046,-27.428556115703643,3571.39,Área 02
-51.18134625747724,-27.428510975714893,3629.65,Área 02
-51.1813461837206,-27.42846583572585,3570.26,Área 02
-51.18134610996413,-27.428420695736506,3192.04,Área 02
-51.181346036207835,-27.428375555746875,3591.14,Área 02
-51.181345962451715,-27.42833041575695,3419.34,Área 02
-51.181345888695766,-27.42828527576674,3367.51,Área 02
-51.18134581493999,-27.428240135776225,3520.74,Área 02
-51.18134574118438,-27.428194995785425,3272.11,Área 02
-51.18134566742894,-27.428149855794334,3228.51,Área 02
-51.18134559367368,-27.428104715802945,2858.36,Área 02
-51.1813455199186,-27.428059575811265,3948.9,Área 02
-51.18134544616368,-27.428014435819293,3650.9,Área 02
-51.181345372408934,-27.42796929582703,3482.64,Área 02
-51.18134529865436,-27.427924155834475,3344.89,Área 02
-51.18134522489996,-27.42787901584162,2792.56,Área 02
-51.18134515114573,-27.427833875848474,3329.3,Área 02
-51.18134507739166,-27.42778873585504,3690.27,Área 02
-51.18134500363777,-27.42774359586132,3746.71,Área 02
-51.18134492988406,-27.42769845586729,3671.61,Área 02
-51.18134485613052,-27.42765331587298,3550.5,Área 02
-51.18134478237715,-27.427608175878373,3836.74,Área 02
-51.18134470862395,-27.427563035883477,3428.51,Área 02
-51.181344634870925,-27.427517895888286,3781.81,Área 02
-51.18134456111807,-27.427472755892804,3414.23,Área 02
-51.181344487365386,-27.427427615897024,3289.96,Área 02
-51.18134441361288,-27.427382475900956,3258.68,Área 02
-51.18134433986054,-27.427337335904596,3243.85,Área 02
-51.18134426610837,-27.42729219590794,3674.61,Área 02
-51.18134419235638,-27.427247055910996,3324.02,Área 02
-51.18134411860455,-27.427201915913752,3251.32,Área 02
-51.1813440448529,-27.427156775916217,3687.88,Área 02
-51.18134397110142,-27.427111635918394,3591.3,Área 02
-51.18134389735012,-27.427066495920286,3749.82,Área 02
-51.18134382359898,-27.42702135592187,3637.19,Área 02
-51.18134374984802,-27.426976215923165,3320.63,Área 02
-51.18134367609723,-27.426931075924173,3527.8,Área 02
-51.18134360234661,-27.426885935924883,3539.92,Área 02
-51.18134352859616,-27.426840795925308,3278.72,Área 02
-51.18134345484589,-27.42679565592543,3232.22,Área 02
-51.18134338109578,-27.42675051592527,3338.06,Área 02
-51.18134330734585,-27.42670537592481,4017.25,Área 02
-51.18134323359609,-27.426660235924064,3404.78,Área 02
-51.1813431598465,-27.42661509592302,3816.05,Área 02
-51.18134308609708,-27.426569955921686,3390.54,Área 02
-51.181343012347845,-27.426524815920057,3729.78,Área 02
-51.18134293859877,-27.426479675918134,3733.05,Área 02
-51.18134286484987,-27.426434535915917,3745.44,Área 02
-51.18134279110114,-27.426389395913414,3604.12,Área 02
-51.181342717352585,-27.426344255910614,3851.37,Área 02
-51.181342643604204,-27.426299115907526,3601.48,Área 02
-51.18134256985599,-27.426253975904135,3935.14,Área 02
-51.18134249610795,-27.426208835900468,3101.64,Área 02
-51.18134242236008,-27.426163695896488,3593.56,Área 02
-51.18134234861238,-27.426118555892234,3577.18,Área 02
-51.18134227486486,-27.426073415887682,3272.09,Área 02
-51.18134220111751,-27.42602827588283,3650.98,Área 02
-51.18134212737033,-27.425983135877686,3133.42,Área 02
-51.18134205362332,-27.425937995872264,3342.26,Área 02
-51.181341979876485,-27.42589285586654,3005.9,Área 02
-51.181341906129816,-27.425847715860517,3895.19,Área 02
-51.181341832383325,-27.425802575854203,3447.51,Área 02
-51.181341758637004,-27.425757435847604,4046.98,Área 02
-51.18134168489085,-27.425712295840707,3705.87,Área 02
-51.18134161114488,-27.425667155833526,3617.02,Área 02
-51.18134153739908,-27.425622015826043,3358.3,Área 02
-51.181341463653446,-27.42557687581827,3243.13,Área 02
-51.18134138990798,-27.425531735810203,3635.32,Área 02
-51.18134131616269,-27.425486595801846,3486.57,Área 02
-51.181341242417574,-27.425441455793194,3169.49,Área 02
-51.181341168672624,-27.42539631578425,3124.96,Área 02
-51.18134109492785,-27.425351175775013,3264.36,Área 02
-51.18134102118325,-27.425306035765484,3959.14,Área 02
-51.18134094743883,-27.425260895755667,4057.08,Área 02
-51.18134087369457,-27.42521575574556,3554.87,Área 02
-51.18134079995048,-27.42517061573515,3540.72,Área 02
-51.18134072620657,-27.425125475724446,3419.27,Área 02
-51.18134065246283,-27.42508033571346,3269.59,Área 02
-51.18134057871926,-27.425035195702176,3846.87,Área 02
-51.181340504975864,-27.4249900556906,3971.33,Área 02
-51.181340431232634,-27.424944915678733,3279.44,Área 02
-51.18134035748958,-27.424899775666567,3481.95,Área 02
-51.1813402837467,-27.42485463565411,3390.05,Área 02
-51.18134021000399,-27.424809495641362,3397.32,Área 02
-51.181340136261454,-27.42476435562833,3798.72,Área 02
-51.181340062519084,-27.424719215615,3174.12,Área 02
-51.18133998877689,-27.424674075601377,3618.59,Área 02
-51.18133991503487,-27.42462893558745,3683.89,Área 02
-51.18133984129302,-27.42458379557324,3466.15,Área 02
-51.18133976755134,-27.424538655558745,3724.82,Área 02
-51.18133969380984,-27.42449351554395,3538.33,Área 02
-51.1813396200685,-27.424448375528858,3805.56,Área 02
-51.18133954632734,-27.42440323551348,3120.59,Área 02
-51.18133947258635,-27.42435809549781,3413.8,Área 02
-51.18133939884552,-27.424312955481845,3482.91,Área 02
-51.18133932510488,-27.424267815465583,2832.67,Área 02
-51.181339251364406,-27.424222675449034,3229.09,Área 02
-51.1813391776241,-27.42417753543219,3297.04,Área 02
-51.18133910388397,-27.424132395415054,3737.35,Área 02
-51.18133903014401,-27.424087255397627,3323.45,Área 02
-51.181338956404225,-27.424042115379905,3295.5,Área 02
-51.18133888266461,-27.42399697536189,3704.25,Área 02
-51.18133880892517,-27.423951835343583,3095.27,Área 02
-51.181338735185896,-27.423906695324987,2981.79,Área 02
-51.181338661446794,-27.423861555306097,3409.07,Área 02
-51.18133858770787,-27.42381641528691,3137.4,Área 02
-51.181338513969116,-27.42377127526744,3146.76,Área 02
-51.18133844023053,-27.423726135247666,3642.4,Área 02
-51.18133836649212,-27.42368099522761,3717.9,Área 02
-51.18133829275388,-27.423635855207255,3695.98,Área 02
-51.181338219015814,-27.42359071518661,3775.82,Área 02
-51.18133814527792,-27.42354557516567,3808.77,Área 02
-51.18133807154019,-27.42350043514444,2966.19,Área 02
-51.181337997802636,-27.42345529512291,3610.8,Área 02
-51.18133792406526,-27.42341015510109,3365.66,Área 02
-51.181337850328056,-27.423365015078986,3311.06,Área 02
-51.181337776591015,-27.423319875056585,3637.88,Área 02
-51.18133770285416,-27.423274735033893,3065.06,Área 02
-51.18133762911746,-27.4232295950109,3059.72,Área 02
-51.181337555380935,-27.42318445498762,3655.75,Área 02
-51.18133748164459,-27.42313931496405,3619.16,Área 02
-51.181337407908416,-27.423094174940186,3531.25,Área 02
-51.18133733417241,-27.42304903491603,3276.95,Área 02
-51.18133726043658,-27.423003894891576,3682.75,Área 02
-51.181337186700915,-27.422958754866833,3666.72,Área 02
-51.18133711296543,-27.4229136148418,3517.83,Área 02
-51.18133703923011,-27.42286847481647,3202.03,Área 02
-51.18133696549497,-27.422823334790856,3389.91,Área 02
-51.18133689175999,-27.422778194764938,3705.54,Área 02
-51.181336818025194,-27.422733054738732,3827.73,Área 02
-51.18133674429056,-27.422687914712235,3414.16,Área 02
-51.18133667055611,-27.422642774685443,3433.23,Área 02
-51.181336596821815,-27.422597634658363,3455.09,Área 02
-51.18133652308771,-27.422552494630985,3564.09,Área 02
-51.181336449353765,-27.42250735460331,3349.96,Área 02
-51.18133637562,-27.422462214575354,2771.54,Área 02
-51.1813363018864,-27.4224170745471,3793.13,Área 02
-51.18133622815297,-27.42237193451856,3943.47,Área 02
-51.18133615441972,-27.42232679448972,3341.55,Área 02
-51.18133608068664,-27.422281654460583,3227.85,Área 02
-51.18133600695373,-27.422236514431162,3460.09,Área 02
-51.18133593322099,-27.42219137440145,3447.35,Área 02
-51.18133585948843,-27.422146234371443,3742.96,Área 02
-51.18133578575603,-27.42210109434113,3507.6,Área 02
-51.18133571202381,-27.422055954310544,3295.64,Área 02
-51.181335638291756,-27.42201081427966,3164.05,Área 02
-51.18133556455987,-27.421965674248476,3709.92,Área 02
-51.18133549082817,-27.421920534217005,3643.24,Área 02
-51.18133541709664,-27.421875394185243,3758.36,Área 02
-51.18133534336528,-27.421830254153186,3251.03,Área 02
-51.18133526963408,-27.421785114120834,3952.54,Área 02
-51.18133519590306,-27.421739974088194,3056.86,Área 02
-51.18133512217222,-27.421694834055256,3670.04,Área 02
-51.18133504844154,-27.421649694022033,3015.1,Área 02
-51.181334974711035,-27.421604553988516,3294.77,Área 02
-51.18133490098071,-27.421559413954693,3882.47,Área 02
-51.181334827250545,-27.421514273920593,3699.91,Área 02
-51.18133475352057,-27.421469133886198,3355.37,Área 02
-51.181334679790744,-27.42142399385151,3362.07,Área 02
-51.18133460606111,-27.421378853816524,3516.79,Área 02
-51.18133453233163,-27.421333713781248,3620.02,Área 02
-51.181334458602336,-27.421288573745677,3804.24,Área 02
-51.18124180250546,-27.438893323389667,3377.14,Área 02
-51.18124172875867,-27.438848183467627,3088.11,Área 02
-51.18124165501205,-27.438803043545292,3530.15,Área 02
-51.1812415812656,-27.438757903622673,3376.4,Área 02
-51.18124150751933,-27.43871276369975,3165.46,Área 02
-51.18124143377322,-27.438667623776535,3564.89,Área 02
-51.18124136002729,-27.438622483853038,3437.05,Área 02
-51.181241286281534,-27.438577343929246,3566.81,Área 02
-51.18124121253595,-27.43853220400516,3266.42,Área 02
-51.18124113879053,-27.438487064080775,3611.57,Área 02
-51.181241065045285,-27.438441924156102,3160.47,Área 02
-51.181240991300214,-27.438396784231134,3282.66,Área 02
-51.181240917555314,-27.43835164430587,3428.72,Área 02
-51.181240843810585,-27.438306504380325,3924.76,Área 02
-51.181240770066026,-27.43826136445448,3685.36,Área 02
-51.181240696321645,-27.43821622452834,3758.31,Área 02
-51.181240622577434,-27.438171084601912,3843.13,Área 02
-51.181240548833394,-27.438125944675186,4300.0,Área 02
-51.181240475089524,-27.43808080474817,3498.97,Área 02
-51.18124040134583,-27.438035664820873,3843.53,Área 02
-51.1812403276023,-27.437990524893266,3741.44,Área 02
-51.18124025385895,-27.437945384965374,3737.14,Área 02
-51.18124018011577,-27.437900245037188,3931.55,Área 02
-51.18124010637276,-27.437855105108703,3383.01,Área 02
-51.18124003262992,-27.437809965179934,3363.02,Área 02
-51.18123995888726,-27.437764825250873,3567.49,Área 02
-51.18123988514476,-27.437719685321518,3441.72,Área 02
-51.18123981140245,-27.437674545391864,3566.87,Área 02
-51.18123973766029,-27.437629405461927,3877.79,Área 02
-51.18123966391832,-27.43758426553169,3367.42,Área 02
-51.18123959017651,-27.437539125601166,3410.64,Área 02
-51.18123951643488,-27.437493985670343,3530.24,Área 02
-51.18123944269342,-27.437448845739237,3429.43,Área 02
-51.18123936895213,-27.437403705807824,3007.86,Área 02
-51.181239295211014,-27.43735856587613,3341.18,Área 02
-51.181239221470065,-27.43731342594414,3657.91,Área 02
-51.181239147729286,-27.437268286011854,3845.31,Área 02
-51.181239073988685,-27.43722314607928,3197.12,Área 02
-51.18123900024826,-27.437178006146407,3195.8,Área 02
-51.181238926508,-27.437132866213247,3493.03,Área 02
-51.18123885276791,-27.437087726279792,2966.43,Área 02
-51.181238779028,-27.43704258634605,3373.93,Área 02
-51.18123870528826,-27.43699744641201,3051.02,Área 02
-51.18123863154869,-27.436952306477675,3827.15,Área 02
-51.18123855780929,-27.43690716654305,3292.4,Área 02
-51.18123848407006,-27.436862026608132,3897.79,Área 02
-51.181238410331005,-27.436816886672926,3762.81,Área 02
-51.18123833659212,-27.43677174673742,3322.7,Área 02
