Latitud,Longitud,Rendimiento (kg/ha),Zona
-27.4292831488469,-51.1781907730008,2803.6,Área 02
-27.4293282888385,-51.1781908454766,2999.73,Área 02
-27.4293734288298,-51.1781909179526,2873.38,Área 02
-27.4294185688208,-51.1781909904287,4311.12,Área 02
-27.4294637088115,-51.178191062905,4535.34,Área 02
-27.4295088488019,-51.1781911353815,3609.8,Área 02
-27.429553988792,-51.1781912078581,4809.22,Área 02
-27.4295991287819,-51.178191280335,3247.46,Área 02
-27.4296442687714,-51.178191352812,3716.26,Área 02
-27.4296894087606,-51.1781914252891,3613.41,Área 02
-27.4297345487496,-51.1781914977664,4289.86,Área 02
-27.4297796887383,-51.1781915702439,4166.55,Área 02
-27.4298248287266,-51.1781916427216,4258.08,Área 02
-27.4298699687147,-51.1781917151994,4481.2,Área 02
-27.4299151087025,-51.1781917876775,2919.49,Área 02
-27.42996024869,-51.1781918601556,3626.33,Área 02
-27.4300053886772,-51.178191932634,4423.53,Área 02
-27.4300505286641,-51.1781920051125,4665.69,Área 02
-27.4300956686507,-51.1781920775912,3898.14,Área 02
-27.430140808637,-51.17819215007,3368.15,Área 02
-27.430185948623,-51.178192222549,2978.41,Área 02
-27.4302310886087,-51.1781922950282,4511.77,Área 02
-27.4302762285942,-51.1781923675076,4655.59,Área 02
-27.4303213685793,-51.1781924399871,3634.75,Área 02
-27.4303665085642,-51.1781925124668,4842.51,Área 02
-27.4304116485487,-51.1781925849466,4835.48,Área 02
-27.430456788533,-51.1781926574267,3297.98,Área 02
-27.430501928517,-51.1781927299069,4180.0,Área 02
-27.4305470685007,-51.1781928023873,3493.31,Área 02
-27.4305922084841,-51.1781928748678,3022.35,Área 02
-27.4306373484672,-51.1781929473485,3362.53,Área 02
-27.43068248845,-51.1781930198294,4857.4,Área 02
-27.4307276284325,-51.1781930923104,2818.94,Área 02
-27.4307727684147,-51.1781931647916,4174.45,Área 02
-27.4308179083966,-51.178193237273,4561.16,Área 02
-27.4308630483783,-51.1781933097546,3185.7,Área 02
-27.4309081883596,-51.1781933822363,4005.16,Área 02
-27.4309533283406,-51.1781934547182,4443.87,Área 02
-27.4309984683214,-51.1781935272002,4571.92,Área 02
-27.4310436083019,-51.1781935996825,3293.18,Área 02
-27.431088748282,-51.1781936721649,4235.03,Área 02
-27.4311338882619,-51.1781937446474,3979.27,Área 02
-27.4311790282415,-51.1781938171302,3296.83,Área 02
-27.4312241682208,-51.1781938896131,4208.42,Área 02
-27.4312693081998,-51.1781939620962,3324.58,Área 02
-27.4313144481785,-51.1781940345794,3955.23,Área 02
-27.4313595881569,-51.1781941070628,3610.87,Área 02
-27.431404728135,-51.1781941795464,3314.8,Área 02
-27.4314498681129,-51.1781942520301,3002.73,Área 02
-27.4314950080904,-51.1781943245141,3611.29,Área 02
-27.4315401480677,-51.1781943969981,3008.33,Área 02
-27.4315852880446,-51.1781944694824,2880.67,Área 02
-27.4316304280213,-51.1781945419668,3794.1,Área 02
-27.4316755679976,-51.1781946144514,2966.04,Área 02
-27.4317207079737,-51.1781946869362,2919.91,Área 02
-27.4317658479495,-51.1781947594211,4000.56,Área 02
-27.431810987925,-51.1781948319062,3958.69,Área 02
-27.4318561279002,-51.1781949043915,4325.08,Área 02
-27.4319012678751,-51.1781949768769,4136.82,Área 02
-27.4319464078497,-51.1781950493625,3636.17,Área 02
-27.431991547824,-51.1781951218483,3650.65,Área 02
-27.4320366877981,-51.1781951943343,3461.3,Área 02
-27.4320818277718,-51.1781952668204,3289.62,Área 02
-27.4321269677452,-51.1781953393067,3167.88,Área 02
-27.4321721077184,-51.1781954117931,4375.64,Área 02
-27.4322172476912,-51.1781954842797,4492.63,Área 02
-27.4322623876638,-51.1781955567665,3674.27,Área 02
-27.4323075276361,-51.1781956292535,4809.67,Área 02
-27.432352667608,-51.1781957017406,4718.87,Área 02
-27.4323978075797,-51.1781957742279,2986.33,Área 02
-27.4324429475511,-51.1781958467154,3561.85,Área 02
-27.4324880875222,-51.178195919203,4679.77,Área 02
-27.432533227493,-51.1781959916908,3315.08,Área 02
-27.4325783674635,-51.1781960641788,3137.33,Área 02
-27.4326235074338,-51.1781961366669,3959.09,Área 02
-27.4326686474037,-51.1781962091553,2829.05,Área 02
-27.4327137873733,-51.1781962816437,3659.71,Área 02
-27.4327589273427,-51.1781963541324,4812.37,Área 02
-27.4328040673117,-51.1781964266212,2922.56,Área 02
-27.4328492072805,-51.1781964991102,3352.28,Área 02
-27.432894347249,-51.1781965715993,4863.69,Área 02
-27.4329394872171,-51.1781966440887,3230.09,Área 02
-27.432984627185,-51.1781967165782,3785.43,Área 02
-27.4330297671526,-51.1781967890678,4488.83,Área 02
-27.4330749071199,-51.1781968615577,3883.06,Área 02
-27.4331200470869,-51.1781969340477,4427.3,Área 02
-27.4331651870536,-51.1781970065378,4340.08,Área 02
-27.43321032702,-51.1781970790282,3786.91,Área 02
-27.4332554669861,-51.1781971515187,3952.54,Área 02
-27.433300606952,-51.1781972240094,3931.93,Área 02
-27.4333457469175,-51.1781972965002,4653.64,Área 02
-27.4333908868828,-51.1781973689912,3762.56,Área 02
-27.4334360268477,-51.1781974414824,4308.32,Área 02
-27.4334811668124,-51.1781975139738,4432.99,Área 02
-27.4335263067767,-51.1781975864653,3762.97,Área 02
-27.4335714467408,-51.178197658957,4220.85,Área 02
-27.4336165867046,-51.1781977314489,3225.72,Área 02
-27.4336617266681,-51.1781978039409,4737.72,Área 02
-27.4337068666313,-51.1781978764331,3443.87,Área 02
-27.4337520065942,-51.1781979489254,2885.04,Área 02
-27.4337971465568,-51.178198021418,2956.48,Área 02
-27.4338422865191,-51.1781980939107,3735.68,Área 02
-27.4338874264812,-51.1781981664036,4815.49,Área 02
-27.4339325664429,-51.1781982388966,4446.86,Área 02
-27.4339777064043,-51.1781983113898,4383.24,Área 02
-27.4340228463655,-51.1781983838832,3396.74,Área 02
-27.4340679863264,-51.1781984563768,4342.25,Área 02
-27.4341131262869,-51.1781985288705,4899.37,Área 02
-27.4341582662472,-51.1781986013644,3637.64,Área 02
-27.4342034062072,-51.1781986738584,3512.14,Área 02
-27.4342485461669,-51.1781987463527,4610.77,Área 02
-27.4342936861263,-51.1781988188471,4634.7,Área 02
-27.4343388260854,-51.1781988913416,4718.74,Área 02
-27.4343839660442,-51.1781989638364,4718.84,Área 02
-27.4344291060027,-51.1781990363313,4317.86,Área 02
-27.4344742459609,-51.1781991088263,3889.86,Área 02
-27.4345193859188,-51.1781991813216,3608.92,Área 02
-27.4345645258765,-51.178199253817,4704.53,Área 02
-27.4346096658338,-51.1781993263126,4014.67,Área 02
-27.4346548057909,-51.1781993988083,3939.48,Área 02
-27.4346999457476,-51.1781994713042,4479.34,Área 02
-27.4347450857041,-51.1781995438003,4888.22,Área 02
-27.4347902256603,-51.1781996162966,3821.01,Área 02
-27.4348353656162,-51.178199688793,3156.43,Área 02
-27.4348805055718,-51.1781997612896,4521.82,Área 02
-27.434925645527,-51.1781998337863,4305.31,Área 02
-27.4349707854821,-51.1781999062833,3057.47,Área 02
-27.4350159254368,-51.1781999787804,3422.85,Área 02
-27.4350610653912,-51.1782000512776,3834.17,Área 02
-27.4351062053453,-51.1782001237751,3134.71,Área 02
-27.4351513452991,-51.1782001962727,4611.86,Área 02
-27.4371826429188,-51.17820345884,3220.51,Área 02
-27.4372277828591,-51.1782035313454,3279.92,Área 02
-27.4372729227992,-51.1782036038509,3719.82,Área 02
-27.437318062739,-51.1782036763566,3678.19,Área 02
-27.4373632026785,-51.1782037488625,4460.46,Área 02
-27.4374083426177,-51.1782038213686,4539.25,Área 02
-27.4374534825566,-51.1782038938748,4657.35,Área 02
-27.4374986224952,-51.1782039663812,2871.34,Área 02
-27.4375437624336,-51.1782040388878,4325.27,Área 02
-27.4375889023716,-51.1782041113945,3294.91,Área 02
-27.4376340423093,-51.1782041839014,3407.8,Área 02
-27.4376791822468,-51.1782042564085,3210.53,Área 02
-27.4377243221839,-51.1782043289157,3253.68,Área 02
-27.4377694621208,-51.1782044014231,4542.32,Área 02
-27.4378146020573,-51.1782044739307,3932.18,Área 02
-27.4378597419936,-51.1782045464385,4134.21,Área 02
-27.4379048819296,-51.1782046189464,4037.91,Área 02
-27.4379500218653,-51.1782046914545,3669.25,Área 02
-27.4379951618007,-51.1782047639627,4053.33,Área 02
-27.4380403017358,-51.1782048364712,3240.93,Área 02
-27.4380854416706,-51.1782049089797,3346.2,Área 02
-27.4381305816051,-51.1782049814885,3918.74,Área 02
-27.4381757215393,-51.1782050539974,3607.84,Área 02
-27.4382208614733,-51.1782051265065,4702.95,Área 02
-27.4382660014069,-51.1782051990158,3545.06,Área 02
-27.4383111413403,-51.1782052715252,3565.07,Área 02
-27.4383562812733,-51.1782053440349,3471.08,Área 02
-27.4384014212061,-51.1782054165446,3650.58,Área 02
-27.4384465611385,-51.1782054890546,3680.36,Área 02
-27.4384917010707,-51.1782055615647,4531.21,Área 02
-27.4385368410026,-51.178205634075,4170.78,Área 02
-27.4385819809342,-51.1782057065854,3331.12,Área 02
-27.4385136781514,-51.1781044106823,3984.46,Área 02
-27.4384685382191,-51.1781043382133,2846.01,Área 02
-27.4384233982866,-51.1781042657444,4659.97,Área 02
-27.4383782583537,-51.1781041932758,4480.69,Área 02
-27.4383331184205,-51.1781041208072,3336.04,Área 02
-27.4382879784871,-51.1781040483389,4639.15,Área 02
-27.4382428385533,-51.1781039758707,3659.14,Área 02
-27.4381976986193,-51.1781039034027,4617.24,Área 02
-27.438152558685,-51.1781038309348,4406.06,Área 02
-27.4381074187503,-51.1781037584672,3799.01,Área 02
-27.4380622788154,-51.1781036859997,3376.76,Área 02
-27.4380171388802,-51.1781036135323,2915.49,Área 02
-27.4379719989447,-51.1781035410652,2922.4,Área 02
-27.4379268590089,-51.1781034685982,4687.36,Área 02
-27.4378817190728,-51.1781033961313,3244.79,Área 02
-27.4378365791364,-51.1781033236647,4591.74,Área 02
-27.4377914391998,-51.1781032511982,2963.73,Área 02
-27.4377462992628,-51.1781031787319,3278.58,Área 02
-27.4377011593255,-51.1781031062657,3727.25,Área 02
-27.437656019388,-51.1781030337997,4867.73,Área 02
-27.4376108794501,-51.1781029613339,4580.53,Área 02
-27.437565739512,-51.1781028888683,2811.53,Área 02
-27.4375205995736,-51.1781028164028,2927.34,Área 02
-27.4374754596349,-51.1781027439375,3732.48,Área 02
-27.4374303196958,-51.1781026714723,2930.25,Área 02
-27.4373851797565,-51.1781025990074,4394.69,Área 02
-27.4373400398169,-51.1781025265426,2816.4,Área 02
-27.437294899877,-51.1781024540779,2900.22,Área 02
-27.4372497599369,-51.1781023816135,4747.07,Área 02
-27.435173322372,-51.1780990484307,4812.27,Área 02
-27.435128182418,-51.1780989759741,2864.06,Área 02
-27.4350830424638,-51.1780989035178,3942.89,Área 02
-27.4350379025093,-51.1780988310616,4148.03,Área 02
-27.4349927625544,-51.1780987586056,3290.2,Área 02
-27.4349476225993,-51.1780986861497,3246.21,Área 02
-27.4349024826439,-51.1780986136941,4514.69,Área 02
-27.4348573426882,-51.1780985412385,2972.96,Área 02
-27.4348122027322,-51.1780984687832,4037.2,Área 02
-27.434767062776,-51.178098396328,3082.17,Área 02
-27.4347219228194,-51.178098323873,4126.01,Área 02
-27.4346767828625,-51.1780982514182,4781.13,Área 02
-27.4346316429054,-51.1780981789635,2960.54,Área 02
-27.4345865029479,-51.178098106509,2989.09,Área 02
-27.4345413629902,-51.1780980340547,4469.26,Área 02
-27.4344962230321,-51.1780979616005,4631.91,Área 02
-27.4344510830738,-51.1780978891465,4640.81,Área 02
-27.4344059431152,-51.1780978166927,3372.45,Área 02
-27.4343608031563,-51.1780977442391,3972.33,Área 02
-27.434315663197,-51.1780976717856,2974.29,Área 02
-27.4342705232375,-51.1780975993323,3044.01,Área 02
-27.4342253832778,-51.1780975268791,4776.61,Área 02
-27.4341802433177,-51.1780974544261,3732.82,Área 02
-27.4341351033573,-51.1780973819733,3884.72,Área 02
-27.4340899633966,-51.1780973095207,3256.01,Área 02
-27.4340448234357,-51.1780972370682,3098.19,Área 02
-27.4339996834744,-51.1780971646159,4882.74,Área 02
-27.4339545435128,-51.1780970921638,4898.49,Área 02
-27.433909403551,-51.1780970197118,4624.22,Área 02
-27.4338642635889,-51.17809694726,3050.89,Área 02
-27.4338191236264,-51.1780968748084,3947.41,Área 02
-27.4337739836637,-51.1780968023569,4498.17,Área 02
-27.4337288437007,-51.1780967299056,3222.1,Área 02
-27.4336837037374,-51.1780966574545,4836.62,Área 02
-27.4336385637738,-51.1780965850036,3960.49,Área 02
-27.4335934238099,-51.1780965125528,3451.86,Área 02
-27.4335482838457,-51.1780964401022,3575.81,Área 02
-27.4335031438813,-51.1780963676517,4411.0,Área 02
-27.4334580039165,-51.1780962952015,4621.51,Área 02
-27.4334128639514,-51.1780962227514,3820.04,Área 02
-27.4333677239861,-51.1780961503014,4260.4,Área 02
-27.4333225840204,-51.1780960778516,3412.03,Área 02
-27.4332774440545,-51.178096005402,4473.87,Área 02
-27.4332323040883,-51.1780959329526,3612.71,Área 02
-27.4331871641217,-51.1780958605034,3030.52,Área 02
-27.4331420241549,-51.1780957880543,3405.14,Área 02
-27.4330968841878,-51.1780957156053,2958.79,Área 02
-27.4330517442204,-51.1780956431566,4118.34,Área 02
-27.4330066042527,-51.178095570708,4758.06,Área 02
-27.4329614642847,-51.1780954982596,4749.29,Área 02
-27.4329163243164,-51.1780954258113,3094.43,Área 02
-27.4328711843479,-51.1780953533632,4154.34,Área 02
-27.432826044379,-51.1780952809153,2840.6,Área 02
-27.4327809044098,-51.1780952084676,4456.44,Área 02
-27.4327357644404,-51.17809513602,3618.4,Área 02
-27.4326906244706,-51.1780950635726,4137.08,Área 02
-27.4326454845006,-51.1780949911254,3405.33,Área 02
-27.4326003445303,-51.1780949186783,4380.27,Área 02
-27.4325552045597,-51.1780948462314,3832.06,Área 02
-27.4325100645888,-51.1780947737847,3521.87,Área 02
-27.4324649246175,-51.1780947013381,4726.87,Área 02
-27.432419784646,-51.1780946288917,4814.14,Área 02
-27.4323746446743,-51.1780945564455,4741.71,Área 02
-27.4323295047022,-51.1780944839995,3423.24,Área 02
-27.4322843647298,-51.1780944115536,2848.93,Área 02
-27.4322392247571,-51.1780943391079,4735.71,Área 02
-27.4321940847842,-51.1780942666623,3015.63,Área 02
-27.4321489448109,-51.1780941942169,4377.21,Área 02
-27.4321038048374,-51.1780941217717,3695.47,Área 02
-27.4320586648635,-51.1780940493267,4019.08,Área 02
-27.4320135248894,-51.1780939768818,4541.51,Área 02
-27.431968384915,-51.1780939044371,3606.04,Área 02
-27.4319232449402,-51.1780938319926,4267.23,Área 02
-27.4318781049652,-51.1780937595482,3324.78,Área 02
-27.4318329649899,-51.178093687104,4652.53,Área 02
-27.4317878250143,-51.17809361466,4571.39,Área 02
-27.4317426850384,-51.1780935422161,3329.16,Área 02
-27.4316975450623,-51.1780934697724,4785.16,Área 02
-27.4316524050858,-51.1780933973289,3711.67,Área 02
-27.431607265109,-51.1780933248856,3776.31,Área 02
-27.431562125132,-51.1780932524424,4181.7,Área 02
-27.4315169851546,-51.1780931799994,2886.71,Área 02
-27.431471845177,-51.1780931075565,3262.02,Área 02
-27.431426705199,-51.1780930351139,3905.79,Área 02
-27.4313815652208,-51.1780929626714,2858.38,Área 02
-27.4313364252423,-51.178092890229,3545.83,Área 02
-27.4312912852635,-51.1780928177869,4843.7,Área 02
-27.4312461452844,-51.1780927453448,3698.36,Área 02
-27.431201005305,-51.178092672903,4291.54,Área 02
-27.4311558653253,-51.1780926004614,3486.97,Área 02
-27.4311107253453,-51.1780925280199,2936.61,Área 02
-27.431065585365,-51.1780924555785,3362.45,Área 02
-27.4310204453844,-51.1780923831374,4629.03,Área 02
-27.4309753054036,-51.1780923106964,4145.31,Área 02
-27.4309301654224,-51.1780922382556,3529.01,Área 02
-27.430885025441,-51.1780921658149,3567.67,Área 02
-27.4308398854592,-51.1780920933745,2881.03,Área 02
-27.4307947454772,-51.1780920209341,2924.09,Área 02
-27.4307496054949,-51.178091948494,3592.29,Área 02
-27.4307044655122,-51.178091876054,2865.6,Área 02
-27.4306593255293,-51.1780918036142,3409.54,Área 02
-27.4306141855461,-51.1780917311746,4784.73,Área 02
-27.4305690455626,-51.1780916587351,3007.88,Área 02
-27.4305239055788,-51.1780915862958,4466.7,Área 02
-27.4304787655948,-51.1780915138567,4432.74,Área 02
-27.4304336256104,-51.1780914414177,3941.88,Área 02
-27.4303884856257,-51.1780913689789,3462.45,Área 02
-27.4303433456407,-51.1780912965403,3149.47,Área 02
-27.4302982056555,-51.1780912241019,3926.59,Área 02
-27.43025306567,-51.1780911516636,3562.49,Área 02
-27.4302079256841,-51.1780910792255,2886.61,Área 02
-27.430162785698,-51.1780910067875,3427.8,Área 02
-27.4301176457116,-51.1780909343498,4879.14,Área 02
-27.4300725057248,-51.1780908619121,3805.64,Área 02
-27.4300273657378,-51.1780907894747,2989.18,Área 02
-27.4299822257505,-51.1780907170374,3904.19,Área 02
-27.4299370857629,-51.1780906446003,4534.54,Área 02
-27.4298919457751,-51.1780905721634,4646.87,Área 02
-27.4298468057869,-51.1780904997266,4342.77,Área 02
-27.4298016657984,-51.17809042729,4212.02,Área 02
-27.4297565258096,-51.1780903548536,3309.78,Área 02
-27.4297113858206,-51.1780902824173,3535.69,Área 02
-27.4296662458312,-51.1780902099813,3401.28,Área 02
-27.4296211058416,-51.1780901375453,3990.39,Área 02
-27.4295759658517,-51.1780900651096,2841.88,Área 02
-27.4295308258614,-51.178089992674,3762.91,Área 02
-27.4294856858709,-51.1780899202386,4769.95,Área 02
-27.4294405458801,-51.1780898478034,4605.11,Área 02
-27.429395405889,-51.1780897753683,3020.53,Área 02
-27.4293502658976,-51.1780897029334,3963.67,Área 02
-27.4293051259059,-51.1780896304986,3428.35,Área 02
-27.4292599859139,-51.1780895580641,4508.9,Área 02
-27.4292148459217,-51.1780894856297,4301.0,Área 02
-27.4291697059291,-51.1780894131954,3346.11,Área 02
-27.4291245659362,-51.1780893407614,2987.42,Área 02
-27.4290794259431,-51.1780892683275,3721.66,Área 02
-27.4290342859496,-51.1780891958938,3284.5,Área 02
-27.4289891459559,-51.1780891234602,3868.12,Área 02
-27.4289440059618,-51.1780890510268,3112.83,Área 02
-27.4288988659675,-51.1780889785936,3007.56,Área 02
-27.4288537259729,-51.1780889061605,3407.42,Área 02
-27.428808585978,-51.1780888337277,4723.15,Área 02
-27.4287634459828,-51.178088761295,3511.17,Área 02
-27.4287183059873,-51.1780886888624,3262.49,Área 02
-27.4286731659915,-51.17808861643,4425.48,Área 02
-27.4286280259954,-51.1780885439978,4122.67,Área 02
-27.4285828859991,-51.1780884715658,4211.25,Área 02
-27.4285377460024,-51.1780883991339,3742.37,Área 02
-27.4284926060055,-51.1780883267022,3294.89,Área 02
-27.4284474660082,-51.1780882542707,3925.83,Área 02
-27.4284023260106,-51.1780881818393,3763.88,Área 02
-27.4283571860128,-51.1780881094082,2831.03,Área 02
-27.4283120460147,-51.1780880369771,3138.07,Área 02
-27.4282669060163,-51.1780879645463,4360.22,Área 02
-27.4282217660176,-51.1780878921156,3362.3,Área 02
-27.4281766260186,-51.1780878196851,3381.99,Área 02
-27.4281314860193,-51.1780877472547,3718.21,Área 02
-27.4280863460197,-51.1780876748245,2904.73,Área 02
-27.4280412060198,-51.1780876023945,3900.55,Área 02
-27.4279960660196,-51.1780875299647,3190.15,Área 02
-27.4279509260191,-51.178087457535,4818.93,Área 02
-27.4279057860184,-51.1780873851055,3170.84,Área 02
-27.4278606460173,-51.1780873126762,4190.81,Área 02
-27.427815506016,-51.178087240247,3940.59,Área 02
-27.4277703660143,-51.178087167818,3495.09,Área 02
-27.4277252260124,-51.1780870953892,4098.14,Área 02
-27.4276800860102,-51.1780870229605,2994.11,Área 02
-27.4276349460077,-51.1780869505321,3031.1,Área 02
-27.4275898060049,-51.1780868781037,3827.05,Área 02
-27.4275446660018,-51.1780868056756,3757.77,Área 02
-27.4274995259984,-51.1780867332476,4842.88,Área 02
-27.4274543859947,-51.1780866608198,2898.27,Área 02
-27.4274092459907,-51.1780865883921,3062.19,Área 02
-27.4273641059864,-51.1780865159647,4562.1,Área 02
-27.4273189659819,-51.1780864435374,3197.44,Área 02
-27.427273825977,-51.1780863711102,3225.96,Área 02
-27.4272286859718,-51.1780862986833,3184.51,Área 02
-27.4271835459664,-51.1780862262565,3674.48,Área 02
-27.4271384059607,-51.1780861538298,3898.76,Área 02
-27.4270932659546,-51.1780860814034,3633.22,Área 02
-27.4270481259483,-51.1780860089771,3769.74,Área 02
-27.4270029859417,-51.1780859365509,3778.75,Área 02
-27.4269578459348,-51.178085864125,4687.39,Área 02
-27.4269127059276,-51.1780857916992,4262.55,Área 02
-27.4268675659201,-51.1780857192736,3247.74,Área 02
-27.4268224259123,-51.1780856468481,3723.48,Área 02
-27.4267772859043,-51.1780855744228,2974.43,Área 02
-27.4267321458959,-51.1780855019977,3093.14,Área 02
-27.4266870058872,-51.1780854295728,4896.07,Área 02
-27.4266418658783,-51.178085357148,4719.5,Área 02
-27.426596725869,-51.1780852847234,3175.86,Área 02
-27.4265515858595,-51.178085212299,4616.14,Área 02
-27.4265064458497,-51.1780851398747,3518.42,Área 02
-27.4264613058395,-51.1780850674506,4047.93,Área 02
-27.4264161658291,-51.1780849950267,4420.32,Área 02
-27.4263710258184,-51.1780849226029,3387.76,Área 02
-27.4263258858074,-51.1780848501793,4752.43,Área 02
-27.4262807457961,-51.1780847777559,4521.91,Área 02
-27.4262356057845,-51.1780847053326,3312.09,Área 02
-27.4261904657726,-51.1780846329096,3342.15,Área 02
-27.4261453257605,-51.1780845604866,4425.78,Área 02
-27.426100185748,-51.1780844880639,4703.26,Área 02
-27.4260550457352,-51.1780844156413,3766.76,Área 02
-27.4260099057222,-51.1780843432189,3005.9,Área 02
-27.4259647657089,-51.1780842707967,4325.15,Área 02
-27.4259196256952,-51.1780841983746,4832.19,Área 02
-27.4258744856813,-51.1780841259527,3782.0,Área 02
-27.4258293456671,-51.178084053531,4707.98,Área 02
-27.4257842056526,-51.1780839811094,2868.18,Área 02
-27.4257390656377,-51.178083908688,3534.55,Área 02
-27.4256939256226,-51.1780838362668,4553.81,Área 02
-27.4256487856073,-51.1780837638457,3734.8,Área 02
-27.4256036455916,-51.1780836914248,4833.71,Área 02
-27.4255585055756,-51.1780836190041,3917.84,Área 02
-27.4255133655593,-51.1780835465835,4333.44,Área 02
-27.4254682255428,-51.1780834741632,3797.68,Área 02
-27.4254230855259,-51.1780834017429,4702.81,Área 02
-27.4253779455088,-51.1780833293229,4038.69,Área 02
-27.4253328054913,-51.178083256903,2892.56,Área 02
-27.4252876654736,-51.1780831844833,4298.4,Área 02
-27.4252425254556,-51.1780831120638,4245.13,Área 02
-27.4251973854373,-51.1780830396444,4242.75,Área 02
-27.4251522454186,-51.1780829672252,3582.01,Área 02
-27.4251071053997,-51.1780828948062,2955.99,Área 02
-27.4250619653806,-51.1780828223873,4144.94,Área 02
-27.4250168253611,-51.1780827499686,3374.77,Área 02
-27.4249716853413,-51.1780826775501,2962.38,Área 02
-27.4249265453212,-51.1780826051317,4314.08,Área 02
-27.4248814053008,-51.1780825327135,4529.73,Área 02
-27.4248362652802,-51.1780824602955,4263.7,Área 02
-27.4247911252592,-51.1780823878776,3715.55,Área 02
-27.424745985238,-51.17808231546,4472.24,Área 02
-27.4247008452165,-51.1780822430425,2805.37,Área 02
-27.4246557051946,-51.1780821706251,3715.81,Área 02
-27.4246105651725,-51.1780820982079,4733.04,Área 02
-27.4245654251501,-51.1780820257909,3834.62,Área 02
-27.4245202851274,-51.1780819533741,3537.78,Área 02
-27.4244751451044,-51.1780818809574,3961.12,Área 02
-27.4244300050811,-51.1780818085409,4218.48,Área 02
-27.4243848650575,-51.1780817361246,3311.55,Área 02
-27.4243397250337,-51.1780816637084,4757.97,Área 02
-27.4242945850095,-51.1780815912924,3185.68,Área 02
-27.424249444985,-51.1780815188766,3461.54,Área 02
-27.4242043049603,-51.178081446461,4236.57,Área 02
-27.4241591649352,-51.1780813740455,4581.39,Área 02
-27.4241140249099,-51.1780813016301,4023.81,Área 02
-27.4240688848843,-51.178081229215,4312.37,Área 02
-27.4240237448583,-51.1780811568,2991.3,Área 02
-27.4239786048321,-51.1780810843852,3590.4,Área 02
-27.4239334648056,-51.1780810119706,4058.52,Área 02
-27.4238883247788,-51.1780809395561,3080.32,Área 02
-27.4238431847517,-51.1780808671418,3027.98,Área 02
-27.4237980447243,-51.1780807947276,3823.62,Área 02
-27.4237529046966,-51.1780807223137,4429.33,Área 02
-27.4237077646687,-51.1780806498999,3757.7,Área 02
-27.4236626246404,-51.1780805774862,3702.52,Área 02
-27.4236174846118,-51.1780805050728,3918.77,Área 02
-27.423572344583,-51.1780804326595,4667.1,Área 02
-27.4235272045539,-51.1780803602464,4019.24,Área 02
-27.4234820645244,-51.1780802878334,4392.24,Área 02
-27.4234369244947,-51.1780802154206,3650.85,Área 02
-27.4233917844647,-51.178080143008,3084.16,Área 02
-27.4233466444344,-51.1780800705956,4148.53,Área 02
-27.4233015044038,-51.1780799981833,3648.28,Área 02
-27.4232563643729,-51.1780799257712,3904.53,Área 02
-27.4232112243417,-51.1780798533592,4757.58,Área 02
-27.4231660843102,-51.1780797809475,3347.16,Área 02
-27.4231209442784,-51.1780797085359,4734.9,Área 02
-27.4230758042463,-51.1780796361244,4443.69,Área 02
-27.423030664214,-51.1780795637132,4610.64,Área 02
-27.4229855241813,-51.1780794913021,4245.63,Área 02
-27.4229403841484,-51.1780794188911,3279.83,Área 02
-27.4228952441151,-51.1780793464804,3665.26,Área 02
-27.4228501040816,-51.1780792740698,4011.72,Área 02
-27.4228049640478,-51.1780792016594,3186.36,Área 02
-27.4227598240137,-51.1780791292491,2830.28,Área 02
-27.4227146839793,-51.178079056839,4074.62,Área 02
-27.4226695439446,-51.1780789844291,3657.13,Área 02
-27.4226244039096,-51.1780789120194,4852.51,Área 02
-27.4225792638743,-51.1780788396098,4842.7,Área 02
-27.4225341238387,-51.1780787672004,3475.28,Área 02
-27.4224889838028,-51.1780786947911,3232.78,Área 02
-27.4224438437667,-51.1780786223821,4303.1,Área 02
-27.4223987037302,-51.1780785499732,3193.76,Área 02
-27.4223535636935,-51.1780784775644,3541.21,Área 02
-27.4223084236564,-51.1780784051558,2920.09,Área 02
-27.4222632836191,-51.1780783327475,4645.46,Área 02
-27.4222181435815,-51.1780782603392,3850.56,Área 02
-27.4221730035435,-51.1780781879312,4009.26,Área 02
-27.4221278635053,-51.1780781155233,3689.99,Área 02
-27.4220827234668,-51.1780780431156,4117.67,Área 02
-27.422037583428,-51.178077970708,3709.73,Área 02
-27.4219924433889,-51.1780778983006,4165.05,Área 02
-27.4219473033496,-51.1780778258934,4723.18,Área 02
-27.4219021633099,-51.1780777534864,3972.33,Área 02
-27.4218570232699,-51.1780776810795,4762.2,Área 02
-27.4218118832297,-51.1780776086728,4114.21,Área 02
-27.4217667431891,-51.1780775362662,4112.57,Área 02
-27.4217216031483,-51.1780774638599,4517.58,Área 02
-27.4216764631071,-51.1780773914537,3379.44,Área 02
-27.4216313230657,-51.1780773190476,4615.19,Área 02
-27.421586183024,-51.1780772466418,4041.77,Área 02
-27.421541042982,-51.1780771742361,4698.64,Área 02
-27.4214959029397,-51.1780771018306,3354.26,Área 02
-27.4214507628971,-51.1780770294252,4703.53,Área 02
-27.4214056228542,-51.17807695702,3156.14,Área 02
-27.421360482811,-51.178076884615,3920.74,Área 02
-27.4213153427675,-51.1780768122101,4298.13,Área 02
-27.4212702027237,-51.1780767398055,3393.75,Área 02
-27.4212250626797,-51.1780766674009,4065.4,Área 02
