Latitud,Longitud,P(ppm),K(ppm),N(ppm),S(ppm),pH,Compactacion(MPa)
-27.4312453683037,-51.1786998214348,37.7,267.6,61.5,22.8,6.15,2.0
-27.4312002283258,-51.178699748746,32.1,266.9,53.2,25.6,6.24,2.09
-27.4311550883476,-51.1786996760574,43.1,360.6,74.4,32.8,6.45,1.78
-27.4311099483691,-51.178699603369,41.0,367.9,67.6,36.2,6.49,1.66
-27.4310648083903,-51.1786995306807,54.5,433.7,70.7,43.3,6.77,1.39
-27.4310196684112,-51.1786994579926,35.0,266.0,66.3,27.7,6.16,1.74
-27.4309745284319,-51.1786993853047,41.7,303.0,59.4,39.8,6.29,1.37
-27.4309293884522,-51.178699312617,42.8,322.1,69.6,37.8,6.43,1.24
-27.4308842484722,-51.1786992399294,45.8,409.3,74.7,37.1,6.86,1.44
-27.430839108492,-51.178699167242,28.9,288.1,59.2,25.7,6.38,1.35
-27.4307939685114,-51.1786990945548,30.8,241.8,54.9,20.5,6.05,2.15
-27.4307488285306,-51.1786990218677,26.8,274.6,50.2,24.0,6.06,1.82
-27.4307036885495,-51.1786989491808,36.8,275.3,51.9,25.5,6.0,1.87
-27.4306585485681,-51.1786988764941,37.9,326.4,58.1,30.9,6.43,1.72
-27.4306134085863,-51.1786988038075,32.2,243.3,53.3,23.9,6.31,1.98
-27.4305682686043,-51.1786987311211,45.9,386.0,73.8,31.0,6.85,1.08
-27.430523128622,-51.1786986584349,45.2,368.3,72.1,36.3,6.67,1.2
-27.4304779886394,-51.1786985857488,42.7,337.1,61.6,34.1,6.37,1.17
-27.4304328486566,-51.1786985130629,29.7,253.8,57.8,25.4,6.15,1.92
-27.4303877086734,-51.1786984403772,35.3,273.6,45.5,27.1,5.99,2.09
-27.4303425686899,-51.1786983676917,43.5,378.8,83.3,36.3,6.5,1.72
-27.4302974287062,-51.1786982950063,32.0,323.6,61.8,30.3,6.4,1.94
-27.4302522887221,-51.1786982223211,43.7,336.0,78.8,39.3,6.55,1.58
-27.4302071487378,-51.1786981496361,26.7,265.2,49.8,28.7,6.13,1.83
-27.4301620087531,-51.1786980769512,45.1,318.9,71.0,36.6,6.41,1.51
-27.4301168687682,-51.1786980042665,32.0,228.8,48.2,25.4,5.97,1.88
-27.430071728783,-51.178697931582,39.2,315.2,59.6,29.2,6.17,1.67
-27.4300265887974,-51.1786978588976,30.8,208.3,51.1,25.4,5.93,1.73
-27.4299814488116,-51.1786977862134,45.6,342.1,61.3,30.9,6.42,1.94
-27.4299363088255,-51.1786977135294,30.4,288.8,49.1,25.3,6.19,2.15
-27.4298911688391,-51.1786976408456,35.5,284.3,52.8,27.2,6.17,1.5
-27.4298460288524,-51.1786975681619,30.2,291.3,63.9,23.4,6.36,1.75
-27.4298008888655,-51.1786974954784,27.0,233.0,53.3,27.7,5.91,1.87
-27.4297557488782,-51.178697422795,38.1,283.3,56.5,30.0,6.36,1.72
-27.4297106088906,-51.1786973501119,37.1,411.4,78.2,33.8,6.39,1.17
-27.4296654689028,-51.1786972774288,31.6,272.0,53.3,21.6,6.25,2.09
-27.4296203289146,-51.178697204746,47.1,349.6,78.7,32.6,6.71,1.11
-27.4295751889262,-51.1786971320633,27.9,208.6,52.3,21.8,6.01,1.81
-27.4295300489374,-51.1786970593808,42.3,349.1,69.4,37.8,6.55,1.53
-27.4294849089484,-51.1786969866985,30.1,255.1,43.7,21.5,5.94,2.06
-27.4294397689591,-51.1786969140164,29.7,263.3,53.5,27.7,6.21,1.87
-27.4293946289695,-51.1786968413344,28.7,237.6,53.2,31.5,5.95,2.15
-27.4293494889796,-51.1786967686526,48.5,363.8,73.6,35.5,6.6,1.55
-27.4293043489893,-51.1786966959709,45.5,364.6,71.8,37.4,6.47,1.36
-27.4292592089989,-51.1786966232894,40.9,343.0,70.5,30.7,6.46,1.74
-27.4292140690081,-51.1786965506081,37.5,337.1,65.1,31.8,6.34,1.74
-27.429168929017,-51.178696477927,44.9,326.2,67.3,33.0,6.63,1.47
-27.4291237890256,-51.178696405246,41.1,350.1,67.1,34.1,6.52,1.68
-27.429078649034,-51.1786963325652,42.6,342.0,62.7,35.5,6.33,1.39
-27.429033509042,-51.1786962598846,33.2,273.9,50.4,24.9,6.2,1.79
-27.4289883690498,-51.1786961872041,32.5,285.1,59.5,23.4,6.2,1.67
-27.4289432290572,-51.1786961145238,50.0,381.7,67.3,35.4,7.02,1.21
-27.4288980890644,-51.1786960418437,36.4,325.4,70.0,28.2,6.44,1.68
-27.4288529490713,-51.1786959691638,29.3,227.6,48.2,22.6,5.95,2.05
-27.4288078090778,-51.178695896484,31.1,265.3,46.6,25.9,6.01,1.7
-27.4287626690841,-51.1786958238044,40.4,342.0,71.0,28.9,6.53,1.46
-27.4287175290901,-51.1786957511249,38.8,339.6,70.3,34.6,6.44,1.27
-27.4286723890958,-51.1786956784456,45.8,363.1,75.8,34.2,6.68,1.15
-27.4286272491012,-51.1786956057665,31.9,235.1,53.6,26.2,6.16,1.65
-27.4285821091064,-51.1786955330876,39.8,343.3,65.1,37.0,6.5,1.8
-27.4285369691112,-51.1786954604088,37.0,350.6,66.6,33.1,6.54,1.63
-27.4284918291157,-51.1786953877302,26.3,263.8,52.3,26.5,5.96,1.82
-27.42844668912,-51.1786953150518,45.9,377.8,78.0,37.8,6.48,1.3
-27.4284015491239,-51.1786952423736,29.5,210.5,45.0,24.3,5.93,2.32
-27.4283564091276,-51.1786951696955,49.8,364.4,68.7,32.8,6.42,1.66
-27.4283112691309,-51.1786950970176,36.7,276.9,66.8,31.4,6.24,2.07
-27.428266129134,-51.1786950243398,37.4,327.4,69.7,38.7,6.62,1.13
-27.4282209891368,-51.1786949516622,31.9,245.6,54.7,24.8,6.21,2.02
-27.4281758491393,-51.1786948789848,34.9,237.8,62.3,23.0,5.87,2.22
-27.4281307091414,-51.1786948063076,29.2,262.1,55.7,31.9,6.07,2.0
-27.4280855691433,-51.1786947336305,53.3,372.8,88.7,35.1,6.74,1.13
-27.4280404291449,-51.1786946609536,39.4,291.6,66.2,30.3,6.3,1.72
-27.4279952891463,-51.1786945882769,42.1,357.5,67.5,31.3,6.43,1.59
-27.4279501491473,-51.1786945156003,42.7,340.5,71.3,33.3,6.28,1.79
-27.427905009148,-51.1786944429239,26.5,284.9,49.5,25.8,6.05,1.9
-27.4278598691485,-51.1786943702477,32.2,240.5,43.9,24.2,6.16,1.8
-27.4278147291486,-51.1786942975716,30.8,281.0,56.6,32.9,6.12,1.68
-27.4277695891484,-51.1786942248957,38.2,343.9,65.1,34.5,6.3,1.61
-27.427724449148,-51.17869415222,44.5,321.9,73.9,35.5,6.47,1.4
-27.4276793091473,-51.1786940795445,41.0,317.6,60.1,33.5,6.39,1.7
-27.4276341691462,-51.1786940068691,46.3,317.2,66.5,33.2,6.27,1.81
-27.4275890291449,-51.1786939341939,32.0,300.1,59.7,32.9,6.16,1.17
-27.4275438891433,-51.1786938615188,32.1,289.0,57.4,26.8,6.23,1.56
-27.4274987491414,-51.178693788844,38.5,298.8,56.2,27.8,6.36,1.52
-27.4274536091392,-51.1786937161693,37.0,310.5,63.2,32.5,6.51,1.57
-27.4274084691367,-51.1786936434947,41.0,356.5,67.6,36.1,6.42,1.76
-27.4273633291339,-51.1786935708204,44.1,396.4,85.0,43.8,6.67,1.28
-27.4273181891309,-51.1786934981462,40.2,346.2,68.4,35.3,6.53,1.5
-27.4272730491275,-51.1786934254722,45.6,428.3,83.3,40.4,6.83,0.92
-27.4272279091238,-51.1786933527983,28.4,273.6,58.3,32.0,6.19,1.67
-27.4271827691199,-51.1786932801246,30.8,281.9,61.4,26.4,6.36,1.5
-27.4271376291156,-51.1786932074511,46.0,399.6,82.1,43.0,6.71,0.89
-27.4270924891111,-51.1786931347778,37.1,360.0,62.9,34.4,6.4,1.82
-27.4270473491063,-51.1786930621046,33.2,279.1,54.2,32.3,6.28,2.08
-27.4270022091012,-51.1786929894316,46.4,315.5,70.8,33.9,6.5,1.48
-27.4269570690957,-51.1786929167588,36.3,317.3,67.0,35.8,6.2,1.65
-27.42691192909,-51.1786928440861,41.6,332.7,56.0,28.4,6.35,1.83
-27.426866789084,-51.1786927714136,45.7,390.0,79.2,38.7,6.58,1.22
-27.4268216490777,-51.1786926987413,44.0,334.5,67.7,38.0,6.54,1.61
-27.4267765090711,-51.1786926260691,41.7,327.4,70.3,34.5,6.51,1.38
-27.4267313690643,-51.1786925533971,41.0,333.4,72.1,39.2,6.73,1.52
-27.4266862290571,-51.1786924807253,36.2,268.6,67.6,26.3,6.4,1.71
-27.4266410890496,-51.1786924080536,28.7,245.9,59.0,22.8,6.16,1.87
-27.4265959490419,-51.1786923353822,35.2,261.0,51.4,26.3,6.48,1.89
-27.4265508090338,-51.1786922627109,27.4,226.9,42.9,23.0,5.96,2.06
-27.4265056690255,-51.1786921900397,30.4,240.3,56.9,31.1,6.16,2.19
-27.4264605290169,-51.1786921173687,37.8,339.9,64.8,28.1,6.37,1.58
-27.4264153890079,-51.1786920446979,49.5,407.6,77.0,39.4,6.68,1.57
-27.4263702489987,-51.1786919720273,46.3,320.3,66.6,26.5,6.5,1.42
-27.4263251089892,-51.1786918993568,42.0,339.4,62.9,40.3,6.52,1.56
-27.4262799689794,-51.1786918266865,35.5,312.4,54.5,25.9,6.16,1.53
-27.4262348289693,-51.1786917540164,45.9,365.9,71.4,37.0,6.3,1.15
-27.4261896889589,-51.1786916813465,37.1,317.7,72.8,33.8,6.3,1.59
-27.4261445489482,-51.1786916086767,42.8,394.1,73.4,37.1,6.61,1.0
-27.4260994089373,-51.1786915360071,43.1,350.4,75.4,34.4,6.48,1.35
-27.426054268926,-51.1786914633376,34.8,259.2,52.8,29.5,6.13,2.14
-27.4260091289144,-51.1786913906683,37.8,315.4,65.8,23.7,6.11,1.6
-27.4259639889026,-51.1786913179992,25.9,270.1,51.1,27.5,6.21,1.98
-27.4259188488904,-51.1786912453303,44.2,340.0,70.3,31.4,6.51,1.52
-27.425873708878,-51.1786911726615,22.7,224.4,47.6,26.1,6.0,1.53
-27.4258285688653,-51.1786910999929,49.2,394.4,77.5,38.2,6.83,1.13
-27.4257834288522,-51.1786910273245,29.0,254.4,52.6,27.5,6.06,2.2
-27.4257382888389,-51.1786909546562,39.8,385.3,62.0,34.4,6.7,1.11
-27.4256931488253,-51.1786908819881,50.5,432.4,83.9,39.0,6.71,1.16
-27.4256480088114,-51.1786908093202,42.9,287.8,59.8,27.1,6.48,1.66
-27.4256028687972,-51.1786907366525,49.1,354.6,74.7,43.9,6.75,1.25
-27.4255577287827,-51.1786906639849,35.4,307.1,69.4,30.8,6.22,2.04
-27.425512588768,-51.1786905913175,44.3,300.3,64.9,33.8,6.43,1.86
-27.4254674487529,-51.1786905186502,40.2,328.6,74.4,41.2,6.29,1.87
-27.4254223087375,-51.1786904459831,32.0,300.6,58.6,23.6,6.34,1.72
-27.4253771687219,-51.1786903733162,33.0,298.0,59.8,30.3,6.12,2.02
-27.4253320287059,-51.1786903006495,38.4,299.1,59.9,32.4,6.35,1.66
-27.4252868886897,-51.1786902279829,32.0,248.1,59.1,20.0,6.26,1.71
-27.4252417486731,-51.1786901553165,44.4,371.0,85.8,34.1,6.68,1.48
-27.4251966086563,-51.1786900826503,42.7,342.7,67.3,32.2,6.57,1.46
-27.4251514686392,-51.1786900099842,39.4,335.4,76.3,30.4,6.5,1.48
-27.4251063286218,-51.1786899373184,32.7,261.3,59.2,24.7,5.96,1.87
-27.4250611886041,-51.1786898646526,30.4,252.8,49.0,26.3,6.26,1.71
-27.4250160485861,-51.1786897919871,25.5,202.8,39.8,22.7,6.06,1.89
-27.4249709085678,-51.1786897193217,37.9,361.7,76.1,32.3,6.68,1.46
-27.4249257685492,-51.1786896466565,48.3,379.1,75.6,39.7,6.75,0.91
-27.4248806285303,-51.1786895739915,21.7,246.6,48.6,22.1,6.06,2.18
-27.4248354885112,-51.1786895013266,32.0,204.1,53.3,29.6,6.1,2.12
-27.4247903484917,-51.1786894286619,26.0,204.9,54.0,28.2,6.04,2.1
-27.424745208472,-51.1786893559973,37.1,302.6,59.5,31.7,6.33,1.64
-27.4247000684519,-51.178689283333,36.9,296.7,60.7,31.5,6.31,1.49
-27.4246549284316,-51.1786892106688,37.7,292.0,67.5,29.1,6.5,1.56
-27.4246097884109,-51.1786891380048,34.5,249.5,52.8,25.4,6.05,1.87
-27.42456464839,-51.1786890653409,24.1,230.7,49.0,21.9,6.0,2.08
-27.4245195083688,-51.1786889926772,31.7,316.9,60.8,34.0,6.18,1.67
-27.4244743683473,-51.1786889200137,49.2,396.7,76.6,35.6,6.88,1.5
-27.4244292283255,-51.1786888473503,41.8,372.2,74.5,27.5,6.61,1.42
-27.4243840883034,-51.1786887746872,48.2,409.3,79.4,38.6,6.62,1.38
-27.424338948281,-51.1786887020242,42.9,317.8,75.5,34.2,6.55,1.5
-27.4242938082583,-51.1786886293613,30.1,297.4,50.5,32.4,6.16,1.66
-27.4242486682354,-51.1786885566987,37.6,310.7,63.4,27.5,6.09,1.88
-27.4242035282121,-51.1786884840362,44.0,377.1,76.4,39.5,6.67,1.37
-27.4241583881885,-51.1786884113738,45.1,372.4,83.1,36.6,6.63,1.18
-27.4241132481647,-51.1786883387117,30.6,286.3,57.0,31.3,6.38,1.9
-27.4240681081406,-51.1786882660497,45.8,364.5,74.9,38.8,6.62,1.26
-27.4240229681161,-51.1786881933878,33.5,282.2,51.6,30.0,6.14,1.62
-27.4239778280914,-51.1786881207262,32.8,302.0,58.6,26.8,6.23,1.69
-27.4239326880664,-51.1786880480647,40.3,378.3,79.3,32.6,6.62,1.15
-27.4238875480411,-51.1786879754034,38.5,275.6,58.2,30.9,6.23,1.68
-27.4238424080155,-51.1786879027422,45.2,389.1,75.7,38.2,6.75,1.33
-27.4237972679896,-51.1786878300813,46.3,326.5,71.3,36.1,6.58,1.3
-27.4237521279634,-51.1786877574205,37.6,317.3,63.7,28.8,6.23,1.3
-27.4237069879369,-51.1786876847598,52.3,393.0,80.4,41.7,6.56,1.45
-27.4236618479101,-51.1786876120994,39.4,291.3,73.3,34.3,6.57,1.38
-27.4236167078831,-51.1786875394391,35.0,248.8,56.7,26.8,6.03,1.99
-27.4235715678557,-51.1786874667789,41.3,339.8,67.8,33.1,6.41,1.96
-27.4235264278281,-51.178687394119,49.1,382.3,75.1,43.3,6.78,1.21
-27.4234812878001,-51.1786873214592,26.3,226.3,48.9,24.9,5.94,1.83
-27.4234361477719,-51.1786872487996,51.9,412.1,88.5,39.2,6.84,1.05
-27.4233910077433,-51.1786871761401,46.2,338.8,65.4,31.1,6.59,1.19
-27.4233458677145,-51.1786871034808,45.6,378.8,78.8,36.8,6.65,1.29
-27.4233007276854,-51.1786870308217,26.3,268.2,52.5,32.5,6.35,1.8
-27.423255587656,-51.1786869581628,34.6,307.5,55.8,29.1,6.42,1.7
-27.4232104476263,-51.178686885504,29.9,277.7,50.5,29.4,6.17,2.32
-27.4231653075963,-51.1786868128454,37.4,283.3,59.4,28.0,6.27,1.84
-27.423120167566,-51.178686740187,35.4,319.2,64.8,29.2,6.19,2.08
-27.4230750275354,-51.1786866675287,36.4,291.8,66.5,28.3,6.33,2.0
-27.4230298875046,-51.1786865948706,33.1,302.8,67.5,26.5,6.25,1.77
-27.4229847474734,-51.1786865222127,43.1,307.9,55.5,32.4,6.25,1.67
-27.422939607442,-51.1786864495549,39.8,282.3,67.9,28.1,6.75,1.81
-27.4228944674102,-51.1786863768973,39.0,297.4,52.1,33.2,6.24,1.81
-27.4228493273782,-51.1786863042399,35.5,331.2,63.0,30.1,6.31,1.62
-27.4228041873458,-51.1786862315827,39.2,342.5,70.4,30.1,6.49,1.51
-27.4227590473132,-51.1786861589256,24.7,192.8,52.8,26.8,6.09,2.01
-27.4227139072803,-51.1786860862687,33.5,253.4,48.1,27.4,6.05,1.86
-27.4226687672471,-51.1786860136119,37.0,289.5,55.4,31.6,6.48,1.72
-27.4226236272136,-51.1786859409554,45.7,353.2,63.4,35.0,6.48,1.57
-27.4225784871798,-51.178685868299,25.7,220.8,40.2,24.2,6.06,2.1
-27.4225333471457,-51.1786857956427,45.3,350.8,65.6,32.5,6.58,1.77
-27.4224882071113,-51.1786857229867,50.7,375.8,77.4,36.5,6.63,1.43
-27.4224430670766,-51.1786856503308,39.7,353.3,62.9,30.7,6.34,1.68
-27.4223979270417,-51.178685577675,42.0,345.1,61.6,33.9,6.36,1.77
-27.4223527870064,-51.1786855050195,48.5,410.5,78.1,34.7,6.63,1.38
-27.4223076469709,-51.1786854323641,27.2,279.5,52.0,29.1,5.82,1.81
-27.422262506935,-51.1786853597089,47.9,379.0,81.0,38.4,6.61,1.67
-27.4222173668989,-51.1786852870538,40.7,282.4,63.0,25.8,6.25,2.14
-27.4221722268624,-51.178685214399,47.6,352.3,69.6,42.0,6.61,1.65
-27.4221270868257,-51.1786851417443,28.8,209.8,47.8,22.6,5.87,2.16
-27.4220819467887,-51.1786850690897,43.8,358.6,70.3,32.8,6.42,1.14
-27.4220368067514,-51.1786849964353,47.4,422.4,79.4,39.2,6.82,1.27
-27.4219916667138,-51.1786849237811,36.9,281.0,60.5,29.0,6.25,1.79
-27.4219465266759,-51.1786848511271,36.0,292.8,61.2,28.0,6.51,1.63
-27.4219013866377,-51.1786847784733,42.3,326.8,63.4,35.2,6.29,1.24
-27.4218562465993,-51.1786847058196,38.4,381.2,71.1,33.3,6.42,1.62
-27.4218111065605,-51.178684633166,28.3,273.9,45.9,24.4,6.05,1.93
-27.4217659665214,-51.1786845605127,44.8,395.5,76.0,35.2,6.65,1.13
-27.4217208264821,-51.1786844878595,44.0,343.2,75.5,37.4,6.69,1.41
-27.4216756864424,-51.1786844152065,32.0,306.9,64.8,34.9,6.28,2.03
-27.4216305464025,-51.1786843425536,31.1,253.5,51.9,27.5,6.11,1.65
-27.4215854063622,-51.178684269901,44.3,381.8,73.0,32.1,6.41,1.36
-27.4215402663217,-51.1786841972485,40.5,316.9,65.4,36.8,6.48,1.44
-27.4214951262809,-51.1786841245961,35.5,322.3,67.1,34.1,6.36,1.68
-27.4214499862398,-51.178684051944,28.5,233.4,48.1,24.0,6.19,2.22
-27.4214048461984,-51.178683979292,44.8,348.8,62.4,36.3,6.45,1.36
-27.4213597061567,-51.1786839066401,44.3,375.4,60.4,36.2,6.56,1.74
-27.4213145661147,-51.1786838339885,34.8,251.2,51.4,28.0,6.35,1.69
-27.4212694260724,-51.178683761337,30.3,254.5,47.4,26.3,5.93,1.87
-27.4212242860299,-51.1786836886857,35.7,300.8,59.0,26.5,6.37,1.65
-27.421179145987,-51.1786836160345,44.5,365.2,75.1,38.6,6.61,1.23
-27.4211340059438,-51.1786835433835,31.3,250.2,49.6,22.7,6.07,2.14
-27.4210888659004,-51.1786834707327,27.4,249.3,38.6,28.7,6.02,1.94
-27.4210437258566,-51.1786833980821,46.5,345.2,66.4,39.6,6.57,1.35
-27.4209985858126,-51.1786833254316,30.5,270.9,47.3,24.9,5.88,1.94
-27.4209534457683,-51.1786832527813,37.8,315.9,64.1,35.0,6.37,2.0
-27.4209083057237,-51.1786831801312,42.3,313.0,55.2,30.9,6.38,1.67
-27.4208631656787,-51.1786831074812,50.5,377.5,81.1,39.8,6.73,1.36
-27.4208180256335,-51.1786830348314,41.5,331.1,66.6,33.5,6.41,1.42
-27.420772885588,-51.1786829621818,39.3,313.0,62.3,30.4,6.28,1.54
-27.4207277455422,-51.1786828895323,36.1,337.5,66.7,37.0,6.58,1.83
-27.4206826054962,-51.178682816883,26.7,258.3,53.7,27.7,5.94,2.05
-27.4206374654498,-51.1786827442339,47.7,372.8,78.5,41.4,6.68,1.68
-27.4205923254031,-51.178682671585,37.3,308.1,58.3,33.3,6.15,1.59
-27.4205471853562,-51.1786825989362,29.1,249.4,40.6,24.2,5.83,1.97
-27.4205020453089,-51.1786825262876,43.8,355.8,79.4,32.9,6.83,1.22
-27.4204569052614,-51.1786824536392,36.3,334.0,60.3,25.2,5.99,1.92
-27.4204117652135,-51.1786823809909,47.0,351.8,77.9,36.8,6.69,1.05
-27.4203666251654,-51.1786823083428,35.2,281.1,57.7,25.3,6.39,1.62
-27.420321485117,-51.1786822356948,47.3,361.8,78.9,39.0,6.61,1.3
-27.4202763450682,-51.1786821630471,44.8,402.8,79.8,42.7,6.68,1.17
-27.4202312050192,-51.1786820903995,28.1,286.6,62.1,28.1,6.15,2.1
-27.4201860649699,-51.1786820177521,27.9,228.9,43.0,23.2,6.08,1.87
-27.4201409249203,-51.1786819451048,36.2,350.2,64.4,26.3,6.29,1.87
-27.4200957848705,-51.1786818724577,46.2,386.5,72.1,30.8,6.85,1.17
-27.4200506448203,-51.1786817998108,46.5,335.7,78.2,37.4,6.6,0.96
-27.4200055047698,-51.1786817271641,42.1,321.0,61.9,35.9,6.24,1.73
-27.419960364719,-51.1786816545175,40.3,313.8,59.9,31.5,6.24,1.45
-27.419915224668,-51.1786815818711,50.0,376.9,77.6,39.2,6.8,1.07
-27.4198700846166,-51.1786815092248,49.7,358.8,79.6,37.4,6.55,1.42
-27.419824944565,-51.1786814365788,30.8,276.5,54.3,29.0,6.01,1.94
-27.4197798045131,-51.1786813639329,33.5,265.3,54.9,24.2,6.28,1.34
-27.4197346644608,-51.1786812912871,43.4,353.5,77.0,32.2,6.46,1.62
-27.4196895244083,-51.1786812186416,39.2,344.9,58.2,35.4,6.51,1.47
-27.4196443843555,-51.1786811459962,31.5,272.4,53.7,29.7,6.15,1.82
-27.4195992443024,-51.178681073351,41.4,270.1,59.1,28.2,6.4,1.66
-27.419554104249,-51.1786810007059,43.7,327.7,69.5,38.7,6.64,1.49
-27.4195089641953,-51.178680928061,42.5,311.1,59.3,27.6,6.27,1.48
-27.4194638241413,-51.1786808554163,41.4,385.0,68.0,36.5,6.68,1.15
-27.4194186840871,-51.1786807827718,35.9,308.8,65.2,36.4,6.38,1.74
-27.4193735440325,-51.1786807101274,38.6,316.2,61.3,34.5,6.46,1.84
-27.4193284039776,-51.1786806374832,39.6,330.6,55.5,35.1,6.46,1.92
-27.4192832639225,-51.1786805648392,23.2,245.5,39.0,19.3,6.11,2.1
-27.419238123867,-51.1786804921953,41.1,339.7,66.1,33.0,6.59,1.27
-27.4191929838113,-51.1786804195516,36.9,213.8,44.6,20.6,6.21,2.15
-27.4191478437553,-51.1786803469081,38.3,307.6,54.3,33.0,6.26,1.27
-27.4191027036989,-51.1786802742647,46.4,356.3,72.8,36.6,6.65,1.42
-27.4190575636423,-51.1786802016215,26.4,221.2,49.0,21.6,5.96,2.16
-27.4190124235854,-51.1786801289785,35.7,298.7,54.9,26.9,6.27,1.63
-27.4189672835282,-51.1786800563357,34.2,280.4,55.7,28.0,6.2,1.73
-27.4189221434707,-51.178679983693,42.3,322.9,62.0,32.2,6.45,1.92
-27.4188770034129,-51.1786799110505,38.7,251.2,57.5,31.1,6.42,1.72
-27.4188318633549,-51.1786798384081,40.4,315.5,68.6,35.7,6.36,1.44
-27.4187650051192,-51.1785785626358,32.2,278.1,50.9,31.2,6.29,2.01
-27.418810145178,-51.1785786352368,34.2,311.6,63.2,34.7,6.25,1.67
-27.4188552852365,-51.1785787078379,23.8,238.9,47.0,22.4,6.02,2.08
-27.4189004252946,-51.1785787804392,30.3,254.8,49.1,23.5,6.01,1.99
-27.4189455653525,-51.1785788530407,39.9,304.1,58.3,35.3,6.33,1.86
-27.4189907054101,-51.1785789256423,48.4,384.5,73.4,33.8,6.64,1.65
-27.4190358454674,-51.1785789982441,25.4,246.2,35.0,24.4,5.99,1.98
-27.4190809855244,-51.1785790708461,44.6,403.0,87.9,41.9,6.83,1.28
-27.4191261255811,-51.1785791434482,45.9,354.7,73.2,35.3,6.43,1.22
-27.4191712656376,-51.1785792160505,46.4,416.4,70.0,43.9,6.78,1.36
-27.4192164056937,-51.178579288653,40.7,374.7,76.4,33.8,6.81,1.48
-27.4192615457495,-51.1785793612557,43.4,340.0,77.3,38.4,6.72,1.09
-27.4193066858051,-51.1785794338585,29.4,277.7,53.2,25.3,6.24,1.85
-27.4193518258603,-51.1785795064615,45.8,323.6,71.7,37.1,6.62,1.24
-27.4193969659153,-51.1785795790647,40.5,320.6,59.6,32.6,6.33,1.33
-27.4194421059699,-51.178579651668,30.7,248.7,62.7,23.5,6.12,1.54
-27.4194872460243,-51.1785797242715,32.0,200.1,50.4,27.7,5.85,1.6
-27.4195323860784,-51.1785797968752,49.9,390.6,82.7,40.9,6.89,1.23
-27.4195775261322,-51.178579869479,43.3,359.5,68.1,27.4,6.46,1.82
-27.4196226661857,-51.178579942083,40.5,278.9,56.0,29.5,6.28,1.69
-27.4196678062389,-51.1785800146872,35.8,278.0,55.3,33.1,6.46,1.74
-27.4197129462918,-51.1785800872915,29.7,220.3,42.9,21.3,6.02,2.46
-27.4197580863444,-51.178580159896,33.6,247.5,59.6,23.5,6.03,1.71
-27.4198032263967,-51.1785802325007,37.7,313.2,56.7,26.1,6.28,1.81
-27.4198483664487,-51.1785803051056,38.2,346.8,65.3,32.7,6.46,1.6
-27.4198935065005,-51.1785803777106,49.6,372.2,67.1,34.3,6.65,1.24
-27.4199386465519,-51.1785804503158,51.5,362.0,75.9,43.8,6.61,1.52
-27.4199837866031,-51.1785805229212,37.0,280.9,57.0,31.0,6.14,1.7
-27.4200289266539,-51.1785805955267,43.4,332.3,68.5,37.5,6.55,1.26
-27.4200740667045,-51.1785806681324,38.4,316.9,64.4,35.6,6.37,1.78
-27.4201192067548,-51.1785807407383,40.7,414.4,83.4,34.7,6.76,1.08
-27.4201643468048,-51.1785808133443,28.1,286.3,47.5,22.1,6.26,1.8
-27.4202094868545,-51.1785808859505,34.7,248.4,52.7,27.4,6.24,2.12
-27.4202546269039,-51.1785809585569,38.8,276.2,55.5,31.2,6.13,1.76
-27.420299766953,-51.1785810311635,38.3,340.9,63.0,36.0,6.43,1.67
-27.4203449070018,-51.1785811037702,47.6,373.0,80.7,37.1,6.57,1.6
-27.4203900470503,-51.1785811763771,31.1,260.9,54.6,25.6,6.12,2.17
-27.4204351870985,-51.1785812489841,36.5,277.8,46.3,31.5,6.33,2.04
-27.4204803271465,-51.1785813215913,53.8,384.7,79.6,40.7,6.65,1.81
-27.4205254671941,-51.1785813941987,31.6,256.5,49.3,21.7,5.98,1.92
-27.4205706072415,-51.1785814668063,28.0,250.2,47.9,22.8,6.16,2.28
-27.4206157472885,-51.178581539414,37.7,295.2,62.9,27.6,6.34,1.47
-27.4206608873353,-51.1785816120219,52.7,409.3,77.0,43.5,6.57,1.38
-27.4207060273818,-51.17858168463,27.5,259.7,50.8,28.6,6.14,1.9
-27.4207511674279,-51.1785817572382,27.2,271.4,51.1,27.0,6.08,2.09
-27.4207963074738,-51.1785818298467,51.8,376.5,87.0,40.2,6.93,1.42
-27.4208414475194,-51.1785819024552,37.6,268.2,53.2,29.0,6.08,1.49
-27.4208865875647,-51.178581975064,38.8,274.5,70.8,31.1,6.34,1.81
-27.4209317276097,-51.1785820476729,40.0,352.5,64.6,34.3,6.44,1.39
-27.4209768676545,-51.178582120282,29.3,240.9,45.6,19.5,6.0,2.55
-27.4210220076989,-51.1785821928912,38.3,313.8,64.6,38.4,6.38,1.46
-27.421067147743,-51.1785822655007,38.9,301.9,64.6,33.9,6.27,1.69
-27.4211122877869,-51.1785823381103,43.4,367.9,76.9,29.3,6.75,1.18
-27.4211574278304,-51.17858241072,42.8,355.9,58.1,37.0,6.5,1.37
-27.4212025678737,-51.17858248333,31.0,267.1,53.8,30.2,6.18,1.59
-27.4212477079166,-51.1785825559401,47.8,365.8,64.4,33.4,6.51,1.26
-27.4212928479593,-51.1785826285503,35.0,284.3,65.6,29.5,6.28,1.94
